company_name,industry,symbol,Series,sector,ticker,f&o,Include,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTLIFE FOODWORLD LIMITED,Consumer Cyclical,WESTLIFE,EQ,Consumer Cyclical,WESTLIFE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikram Solar Limited,Solar,VIKRAMSOLR,EQ,Technology,VIKRAMSOLR.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dilip Buildcon Limited,Engineering & Construction,DBL,EQ,Industrials,DBL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thyrocare Technologies Limited,Diagnostics & Research,THYROCARE,EQ,Healthcare,THYROCARE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India Glycols Limited,Chemicals,INDIAGLYCO,EQ,Basic Materials,INDIAGLYCO.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valor Estate Limited,Real Estate,DBREALTY,EQ,Real Estate,DBREALTY.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precision Wires India Limited,Electrical Equipment & Parts,PRECWIRE,EQ,Industrials,PRECWIRE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Relaxo Footwears Limited,Consumer Cyclical,RELAXO,EQ,Consumer Cyclical,RELAXO.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat Pipavav Port Limited,Marine Shipping,GPPL,EQ,Industrials,GPPL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueStone Jewellery and Lifestyle Limited,Luxury Goods,BLUESTONE,EQ,Consumer Cyclical,BLUESTONE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanofi India Limited,Drug Manufacturers - General,SANOFI,EQ,Healthcare,SANOFI.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campus Activewear Limited,Consumer Cyclical,CAMPUS,EQ,Consumer Cyclical,CAMPUS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birla Corporation Limited,Building Materials,BIRLACORPN,EQ,Basic Materials,BIRLACORPN.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inox Green Energy Services Limited,Utilities - Renewable,INOXGREEN,EQ,Utilities,INOXGREEN.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPL Limited,Consumer Cyclical,EPL,EQ,Consumer Cyclical,EPL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat Ambuja Exports Limited,Packaged Foods,GAEL,EQ,Consumer Defensive,GAEL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jai Balaji Industries Limited,Steel,JAIBALAJI,EQ,Basic Materials,JAIBALAJI.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transrail Lighting Limited,Engineering & Construction,TRANSRAILL,EQ,Industrials,TRANSRAILL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pricol Limited,Auto Parts,PRICOLLTD,EQ,Consumer Cyclical,PRICOLLTD.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG Mart Limited,Industrials,SGMART,EQ,Industrials,SGMART.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archean Chemical Industries Limited,Chemicals,ACI,EQ,Basic Materials,ACI.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rategain Travel Technologies Limited,Software - Application,RATEGAIN,EQ,Technology,RATEGAIN.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunflag Iron And Steel Company Limited,Steel,SUNFLAG,EQ,Basic Materials,SUNFLAG.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Safari Industries (India) Limited,Consumer Cyclical,SAFARI,EQ,Consumer Cyclical,SAFARI.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanla Platforms Limited,Software - Application,TANLA,EQ,Technology,TANLA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cera Sanitaryware Limited,Building Products & Equipment,CERA,EQ,Industrials,CERA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudarshan Chemical Industries Limited,Specialty Chemicals,SUDARSCHEM,EQ,Basic Materials,SUDARSCHEM.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transport Corporation of India Limited,Industrials,TCI,EQ,Industrials,TCI.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudeep Pharma Limited,Drug Manufacturers - Specialty & Generic,SUDEEPPHRM,EQ,Healthcare,SUDEEPPHRM.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Religare Enterprises Limited,Insurance - Life,RELIGARE,EQ,Financial Services,RELIGARE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirloskar Ferrous Industries Limited,Metal Fabrication,KIRLFER,EQ,Industrials,KIRLFER.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Praj Industries Limited,Engineering & Construction,PRAJIND,EQ,Industrials,PRAJIND.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearl Global Industries Limited,Apparel Manufacturing,PGIL,EQ,Consumer Cyclical,PGIL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redtape Limited,Consumer Cyclical,REDTAPE,EQ,Consumer Cyclical,REDTAPE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Travenues Technology Limited,Consumer Cyclical,IXIGO,EQ,Consumer Cyclical,IXIGO.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeWork India Management Limited,Real Estate Services,WEWORK,EQ,Real Estate,WEWORK.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat Narmada Valley Fertilizers and Chemicals Limited,Chemicals,GNFC,EQ,Basic Materials,GNFC.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingfa Science & Technology (India) Limited,Specialty Chemicals,KINGFA,EQ,Basic Materials,KINGFA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rashtriya Chemicals and Fertilizers Limited,Agricultural Inputs,RCF,EQ,Basic Materials,RCF.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aditya Vision Limited,Consumer Cyclical,AVL,EQ,Consumer Cyclical,AVL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lotus Developers and Realty Limited,Engineering & Construction,LOTUSDEV,EQ,Industrials,LOTUSDEV.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra Lifespace Developers Limited,Real Estate,MAHLIFE,EQ,Real Estate,MAHLIFE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bajaj Consumer Care Limited,Household & Personal Products,BAJAJCON,EQ,Consumer Defensive,BAJAJCON.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newgen Software Technologies Limited,Software - Infrastructure,NEWGEN,EQ,Technology,NEWGEN.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTK Prestige Limited,"Furnishings, Fixtures & Appliances",TTKPRESTIG,EQ,Consumer Cyclical,TTKPRESTIG.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welspun Enterprises Limited,Engineering & Construction,WELENT,EQ,Industrials,WELENT.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gokul Agro Resources Limited,Packaged Foods,GOKULAGRO,EQ,Consumer Defensive,GOKULAGRO.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galaxy Surfactants Limited,Specialty Chemicals,GALAXYSURF,EQ,Basic Materials,GALAXYSURF.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat State Fertilizers & Chemicals Limited,Agricultural Inputs,GSFC,EQ,Basic Materials,GSFC.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paras Defence and Space Technologies Limited,Aerospace & Defense,PARAS,EQ,Industrials,PARAS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aarti Pharmalabs Limited,Drug Manufacturers - Specialty & Generic,AARTIPHARM,EQ,Healthcare,AARTIPHARM.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saregama India Limited,Communication Services,SAREGAMA,EQ,Communication Services,SAREGAMA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kennametal India Limited,Tools & Accessories,KENNAMET,EQ,Industrials,KENNAMET.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK Paper Limited,Basic Materials,JKPAPER,EQ,Basic Materials,JKPAPER.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodla Dairy Limited,Consumer Defensive,DODLA,EQ,Consumer Defensive,DODLA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shreeji Shipping Global Limited,Marine Shipping,SHREEJISPG,EQ,Industrials,SHREEJISPG.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shakti Pumps (India) Limited,Specialty Industrial Machinery,SHAKTIPUMP,EQ,Industrials,SHAKTIPUMP.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balu Forge Industries Limited,Metal Fabrication,BALUFORGE,EQ,Industrials,BALUFORGE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max Estates Limited,Real Estate,MAXESTATES,EQ,Real Estate,MAXESTATES.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prism Johnson Limited,Building Materials,PRSMJOHNSN,EQ,Basic Materials,PRSMJOHNSN.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTC India Limited,Utilities,PTC,EQ,Utilities,PTC.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceigall India Limited,Engineering & Construction,CEIGALL,EQ,Industrials,CEIGALL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashapura Minechem Limited,Basic Materials,ASHAPURMIN,EQ,Basic Materials,ASHAPURMIN.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latent View Analytics Limited,Industrials,LATENTVIEW,EQ,Industrials,LATENTVIEW.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hindustan Foods Limited,Conglomerates,HNDFDS,EQ,Industrials,HNDFDS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Powerica Limited,Specialty Industrial Machinery,POWERICA,EQ,Industrials,POWERICA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.J.S. Enterprises Limited,Auto Parts,SJS,EQ,Consumer Cyclical,SJS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethos Limited,Luxury Goods,ETHOSLTD,EQ,Consumer Cyclical,ETHOSLTD.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOIL Limited,Basic Materials,MOIL,EQ,Basic Materials,MOIL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garware Technical Fibres Limited,Textile Manufacturing,GARFIBRES,EQ,Consumer Cyclical,GARFIBRES.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ajax Engineering Limited,Farm & Heavy Construction Machinery,AJAXENGG,EQ,Industrials,AJAXENGG.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheela Foam Limited,"Furnishings, Fixtures & Appliances",SFL,EQ,Consumer Cyclical,SFL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAS Financial Services Limited,Credit Services,MASFIN,EQ,Financial Services,MASFIN.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kovai Medical Center & Hospital Limited,Medical Care Facilities,KOVAI,EQ,Healthcare,KOVAI.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mrs. Bectors Food Specialities Limited,Packaged Foods,BECTORFOOD,EQ,Consumer Defensive,BECTORFOOD.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDC Limited,Drug Manufacturers - Specialty & Generic,FDC,EQ,Healthcare,FDC.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSB Bank Limited,Banks - Regional,CSBBANK,EQ,Financial Services,CSBBANK.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arvind Fashions Limited,Apparel Manufacturing,ARVINDFASN,EQ,Consumer Cyclical,ARVINDFASN.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piccadily Agro Industries Limited,Consumer Defensive,PICCADIL,EQ,Consumer Defensive,PICCADIL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suprajit Engineering Limited,Auto Parts,SUPRAJIT,EQ,Consumer Cyclical,SUPRAJIT.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indo Count Industries Limited,Textile Manufacturing,ICIL,EQ,Consumer Cyclical,ICIL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saatvik Green Energy Limited,Solar,SAATVIKGL,EQ,Technology,SAATVIKGL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senco Gold Limited,Luxury Goods,SENCO,EQ,Consumer Cyclical,SENCO.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiem Industries Limited,Auto Parts,FIEMIND,EQ,Consumer Cyclical,FIEMIND.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GANESH HOUSING LIMITED,Real Estate,GANESHHOU,EQ,Real Estate,GANESHHOU.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapphire Foods India Limited,Consumer Cyclical,SAPPHIRE,EQ,Consumer Cyclical,SAPPHIRE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suven Life Sciences Limited,Drug Manufacturers - Specialty & Generic,SUVEN,EQ,Healthcare,SUVEN.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happiest Minds Technologies Limited,Information Technology Services,HAPPSTMNDS,EQ,Technology,HAPPSTMNDS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB Bank Limited,Banks - Regional,DCBBANK,EQ,Financial Services,DCBBANK.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeroflex Industries Limited,Metal Fabrication,AEROFLEX,EQ,Industrials,AEROFLEX.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surya Roshni Limited,Steel,SURYAROSNI,EQ,Basic Materials,SURYAROSNI.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNC Infratech Limited,Engineering & Construction,PNCINFRA,EQ,Industrials,PNCINFRA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenlam Industries Limited,"Furnishings, Fixtures & Appliances",GREENLAM,EQ,Consumer Cyclical,GREENLAM.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epigral Limited,Chemicals,EPIGRAL,EQ,Basic Materials,EPIGRAL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electrosteel Castings Limited,Building Products & Equipment,ELECTCAST,EQ,Industrials,ELECTCAST.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supriya Lifescience Limited,Biotechnology,SUPRIYA,EQ,Healthcare,SUPRIYA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ahluwalia Contracts (India) Limited,Engineering & Construction,AHLUCONT,EQ,Industrials,AHLUCONT.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Technocraft Industries (India) Limited,Tools & Accessories,TIIL,EQ,Industrials,TIIL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Pharma Advanced Research Company Limited,Drug Manufacturers - Specialty & Generic,SPARC,EQ,Healthcare,SPARC.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fedbank Financial Services Limited,Credit Services,FEDFINA,EQ,Financial Services,FEDFINA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIS LIMITED,Industrials,SIS,EQ,Industrials,SIS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SML Mahindra Limited,Auto Manufacturers,SMLMAH,EQ,Consumer Cyclical,SMLMAH.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat Alkalies and Chemicals Limited,Chemicals,GUJALKALI,EQ,Basic Materials,GUJALKALI.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keystone Realtors Limited,Real Estate,RUSTOMJEE,EQ,Real Estate,RUSTOMJEE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nephrocare Health Services Limited,Medical Care Facilities,NEPHROPLUS,EQ,Healthcare,NEPHROPLUS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Symphony Limited,"Furnishings, Fixtures & Appliances",SYMPHONY,EQ,Consumer Cyclical,SYMPHONY.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Man Infraconstruction Limited,Engineering & Construction,MANINFRA,EQ,Industrials,MANINFRA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omnitech Engineering Limited,Specialty Industrial Machinery,OMNI,EQ,Industrials,OMNI.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V-Mart Retail Limited,Consumer Cyclical,VMART,EQ,Consumer Cyclical,VMART.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lumax Industries Limited,Auto Parts,LUMAXIND,EQ,Consumer Cyclical,LUMAXIND.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG Balakrishnan & Bros Limited,Auto Parts,LGBBROSLTD,EQ,Consumer Cyclical,LGBBROSLTD.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gokaldas Exports Limited,Apparel Manufacturing,GOKEX,EQ,Consumer Cyclical,GOKEX.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pilani Investment and Industries Corporation Limited,Asset Management,PILANIINVS,EQ,Financial Services,PILANIINVS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entero Healthcare Solutions Limited,Healthcare,ENTERO,EQ,Healthcare,ENTERO.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unimech Aerospace and Manufacturing Limited,Aerospace & Defense,UNIMECH,EQ,Industrials,UNIMECH.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nirlon Limited,Real Estate Services,NIRLON,EQ,Real Estate,NIRLON.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICRA Limited,Financial Services,ICRA,EQ,Financial Services,ICRA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skipper Limited,Engineering & Construction,SKIPPER,EQ,Industrials,SKIPPER.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamna Auto Industries Limited,Auto Parts,JAMNAAUTO,EQ,Consumer Cyclical,JAMNAAUTO.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smartworks Coworking Spaces Limited,Real Estate Services,SMARTWORKS,EQ,Real Estate,SMARTWORKS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.E. Info Systems Limited,Software - Infrastructure,MAPMYINDIA,EQ,Technology,MAPMYINDIA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharda Motor Industries Limited,Auto Parts,SHARDAMOTR,EQ,Consumer Cyclical,SHARDAMOTR.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subros Limited,Auto Parts,SUBROS,EQ,Consumer Cyclical,SUBROS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RattanIndia Enterprises Limited,Consumer Cyclical,RTNINDIA,EQ,Consumer Cyclical,RTNINDIA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mastek Limited,Information Technology Services,MASTEK,EQ,Technology,MASTEK.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rallis India Limited,Agricultural Inputs,RALLIS,EQ,Basic Materials,RALLIS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knowledge Marine & Engineering Works Limited,Marine Shipping,KMEW,EQ,Industrials,KMEW.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puravankara Limited,Real Estate,PURVA,EQ,Real Estate,PURVA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ION Exchange (India) Limited,Industrials,IONEXCHANG,EQ,Industrials,IONEXCHANG.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sterling and Wilson Renewable Energy Limited,Solar,SWSOLAR,EQ,Technology,SWSOLAR.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaveri Seed Company Limited,Agricultural Inputs,KSCL,EQ,Basic Materials,KSCL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunteck Realty Limited,Real Estate,SUNTECK,EQ,Real Estate,SUNTECK.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Bharat Agro Products Limited,Agricultural Inputs,MBAPL,EQ,Basic Materials,MBAPL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midwest Limited,Building Materials,MIDWESTLTD,EQ,Basic Materials,MIDWESTLTD.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Innova Captab Limited,Drug Manufacturers - Specialty & Generic,INNOVACAP,EQ,Healthcare,INNOVACAP.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India Tourism Development Corporation Limited,Lodging,ITDC,EQ,Consumer Cyclical,ITDC.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bansal Wire Industries Limited,Steel,BANSALWIRE,EQ,Basic Materials,BANSALWIRE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Websol Energy System Limited,Solar,WEBELSOLAR,EQ,Technology,WEBELSOLAR.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canara Robeco Asset Management Company Limited,Asset Management,CRAMC,EQ,Financial Services,CRAMC.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARE Ratings Limited,Financial Services,CARERATING,EQ,Financial Services,CARERATING.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhanuka Agritech Limited,Agricultural Inputs,DHANUKA,EQ,Basic Materials,DHANUKA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf Oil Lubricants India Limited,Specialty Chemicals,GULFOILLUB,EQ,Basic Materials,GULFOILLUB.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurionpro Solutions Limited,Software - Application,AURIONPRO,EQ,Technology,AURIONPRO.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shilchar Technologies Limited,Electrical Equipment & Parts,SHILCTECH,EQ,Industrials,SHILCTECH.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goldiam International Limited,Luxury Goods,GOLDIAM,EQ,Consumer Cyclical,GOLDIAM.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaraj Engines Limited,Auto Parts,SWARAJENG,EQ,Consumer Cyclical,SWARAJENG.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neogen Chemicals Limited,Specialty Chemicals,NEOGEN,EQ,Basic Materials,NEOGEN.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rain Industries Limited,Specialty Chemicals,RAIN,EQ,Basic Materials,RAIN.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Datamatics Global Services Limited,Information Technology Services,DATAMATICS,EQ,Technology,DATAMATICS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra Holidays & Resorts India Limited,Consumer Cyclical,MHRIL,EQ,Consumer Cyclical,MHRIL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balaji Amines Limited,Specialty Chemicals,BALAMINES,EQ,Basic Materials,BALAMINES.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFB Industries Limited,"Furnishings, Fixtures & Appliances",IFBIND,EQ,Consumer Cyclical,IFBIND.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raymond Lifestyle Limited,Apparel Manufacturing,RAYMONDLSL,EQ,Consumer Cyclical,RAYMONDLSL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNG Electronics Limited,Technology,EBGNG,EQ,Technology,EBGNG.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
